"brand","Series","Series-2","PartNo","DetailLink","dataSheet","Descrption","Compliance","Status","Description","Configuration","VRRM Min (V)","VF Max (V)","IRM Max (uA)","IO(rec) Max (A)","IFSM Max (A)","trr Max (ns)","Cj Max (pF)","Package Type"
"on","二极管和整流器---肖特基二极管及整流器","1N5817","1N5817G","http://www.onsemi.cn/PowerSolutions/product.do?id=1N5817G","http://www.onsemi.com/pub/Collateral/1N5817-D.PDF","20 V, 1.0 A Schottky Rectifier","Pb-free
Halide free","Active","20 V, 1.0 A Schottky Rectifier","Single","20","0.45","1000","1","25",,,"Axial Lead-2"
"on","二极管和整流器---肖特基二极管及整流器","1N5817","1N5817RLG","http://www.onsemi.cn/PowerSolutions/product.do?id=1N5817RLG","http://www.onsemi.com/pub/Collateral/1N5817-D.PDF","20 V, 1.0 A Schottky Rectifier","Pb-free
Halide free","Active","20 V, 1.0 A Schottky Rectifier","Single","20","0.45","1000","1","25",,,"Axial Lead-2"
"on","二极管和整流器---肖特基二极管及整流器","1N5819","1N5819G","http://www.onsemi.cn/PowerSolutions/product.do?id=1N5819G","http://www.onsemi.com/pub/Collateral/1N5817-D.PDF","Schottky Barrier Rectifier, 1.0 A, 40 V","Pb-free
Halide free","Active","Schottky Barrier Rectifier, 1.0 A, 40 V","Single","40","0.6","1000","1","25",,,"Axial Lead-2"
"on","二极管和整流器---肖特基二极管及整流器","1N5819","1N5819RLG","http://www.onsemi.cn/PowerSolutions/product.do?id=1N5819RLG","http://www.onsemi.com/pub/Collateral/1N5817-D.PDF","Schottky Barrier Rectifier, 1.0 A, 40 V","Pb-free
Halide free","Active","Schottky Barrier Rectifier, 1.0 A, 40 V","Single","40","0.6","1000","1","25",,,"Axial Lead-2"
"on","二极管和整流器---肖特基二极管及整流器","1N5821","1N5821G","http://www.onsemi.cn/PowerSolutions/product.do?id=1N5821G","http://www.onsemi.com/pub/Collateral/1N5820-D.PDF","Schottky Barrier Rectifier, 3.0 A, 30 V","Pb-free
Halide free","Active","Schottky Barrier Rectifier, 3.0 A, 30 V","Single","30","0.5","2000","3","80",,,"Axial Lead-2"
"on","二极管和整流器---肖特基二极管及整流器","1N5821","1N5821RLG","http://www.onsemi.cn/PowerSolutions/product.do?id=1N5821RLG","http://www.onsemi.com/pub/Collateral/1N5820-D.PDF","Schottky Barrier Rectifier, 3.0 A, 30 V","Pb-free
Halide free","Active","Schottky Barrier Rectifier, 3.0 A, 30 V","Single","30","0.5","2000","3","80",,,"Axial Lead-2"
"on","二极管和整流器---肖特基二极管及整流器","1SS351","1SS351-TB-E","http://www.onsemi.cn/PowerSolutions/product.do?id=1SS351-TB-E","http://www.onsemi.com/pub/Collateral/EN3240-D.PDF","Schottky Barrier Diode, 5V, 30mA, 0.69pF, Dual CP","Pb-free","Active","Schottky Barrier Diode, 5V, 30mA, 0.69pF, Dual CP","Series","5","0.23","25",,"0.03",,,"SC-59-3 / CP-3"
"on","二极管和整流器---肖特基二极管及整流器","BAS40-04L","BAS40-04LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=BAS40-04LT1G","http://www.onsemi.com/pub/Collateral/BAS40-04LT1-D.PDF","40 V Schottky Diode, dual, series","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","40 V Schottky Diode, dual, series","Series","40","0.38","1","0.12","0.2","-","5","SOT-23-3"
"on","二极管和整流器---肖特基二极管及整流器","BAS40-04L","SBAS40-04LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SBAS40-04LT1G","http://www.onsemi.com/pub/Collateral/BAS40-04LT1-D.PDF","40 V Schottky Diode, dual, series","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","40 V Schottky Diode, dual, series","Series","40","0.38","1","0.12","0.2","-","5","SOT-23-3"
"on","二极管和整流器---肖特基二极管及整流器","BAS40L","BAS40LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=BAS40LT1G","http://www.onsemi.com/pub/Collateral/BAS40LT1-D.PDF","40 V Schottky Diode","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","40 V Schottky Diode","Single","40","0.38","1","0.12","0.2","-","5","SOT-23-3"
"on","二极管和整流器---肖特基二极管及整流器","BAS40L","BAS40LT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=BAS40LT3G","http://www.onsemi.com/pub/Collateral/BAS40LT1-D.PDF","40 V Schottky Diode","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","40 V Schottky Diode","Single","40","0.38","1","0.12","0.2","-","5","SOT-23-3"
"on","二极管和整流器---肖特基二极管及整流器","BAS40L","SBAS40LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SBAS40LT1G","http://www.onsemi.com/pub/Collateral/BAS40LT1-D.PDF","40 V Schottky Diode","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","40 V Schottky Diode","Single","40","0.38","1","0.12","0.2","-","5","SOT-23-3"
"on","二极管和整流器---肖特基二极管及整流器","BAS40L","SBAS40LT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SBAS40LT3G","http://www.onsemi.com/pub/Collateral/BAS40LT1-D.PDF","40 V Schottky Diode","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","40 V Schottky Diode","Single","40","0.38","1","0.12","0.2","-","5","SOT-23-3"
"on","二极管和整流器---肖特基二极管及整流器","BAS70L","BAS70LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=BAS70LT1G","http://www.onsemi.com/pub/Collateral/BAS70LT1-D.PDF","70 V Schottky Diode","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","70 V Schottky Diode","Single","70","0.41","0.1","0.07","0.1","-","2","SOT-23-3"
"on","二极管和整流器---肖特基二极管及整流器","BAS70L","NSVBAS70LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSVBAS70LT1G","http://www.onsemi.com/pub/Collateral/BAS70LT1-D.PDF","70 V Schottky Diode","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","70 V Schottky Diode","Single","70","0.41","0.1","0.07","0.1","-","2","SOT-23-3"
"on","二极管和整流器---肖特基二极管及整流器","BAT54AL","BAT54ALT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=BAT54ALT1G","http://www.onsemi.com/pub/Collateral/BAT54ALT1-D.PDF","30 V Dual Common Anode Schottky Diode","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","30 V Dual Common Anode Schottky Diode","Common Anode","30","0.32","2","0.2","0.6","5","10","SOT-23-3"
"on","二极管和整流器---肖特基二极管及整流器","BAT54AL","SBAT54ALT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SBAT54ALT1G","http://www.onsemi.com/pub/Collateral/BAT54ALT1-D.PDF","30 V Dual Common Anode Schottky Diode","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","30 V Dual Common Anode Schottky Diode","Common Anode","30","0.32","2","0.2","0.6","5","10","SOT-23-3"
"on","二极管和整流器---肖特基二极管及整流器","BAT54AL","SBAT54ALT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SBAT54ALT3G","http://www.onsemi.com/pub/Collateral/BAT54ALT1-D.PDF","30 V Dual Common Anode Schottky Diode","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","30 V Dual Common Anode Schottky Diode","Common Anode","30","0.32","2","0.2","0.6","5","10","SOT-23-3"
"on","二极管和整流器---肖特基二极管及整流器","BAT54C","BAT54CLT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=BAT54CLT1G","http://www.onsemi.com/pub/Collateral/BAT54CLT1-D.PDF","30 V Dual Common Cathode Schottky Diode","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","30 V Dual Common Cathode Schottky Diode","Common Cathode","30","0.32","2","0.2","0.6","5","10","SOT-23-3"
"on","二极管和整流器---肖特基二极管及整流器","BAT54C","BAT54CLT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=BAT54CLT3G","http://www.onsemi.com/pub/Collateral/BAT54CLT1-D.PDF","30 V Dual Common Cathode Schottky Diode","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","30 V Dual Common Cathode Schottky Diode","Common Cathode","30","0.32","2","0.2","0.6","5","10","SOT-23-3"
"on","二极管和整流器---肖特基二极管及整流器","BAT54C","SBAT54CLT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SBAT54CLT1G","http://www.onsemi.com/pub/Collateral/BAT54CLT1-D.PDF","30 V Dual Common Cathode Schottky Diode","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","30 V Dual Common Cathode Schottky Diode","Common Cathode","30","0.32","2","0.2","0.6","5","10","SOT-23-3"
"on","二极管和整流器---肖特基二极管及整流器","BAT54CW","BAT54CWT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=BAT54CWT1G","http://www.onsemi.com/pub/Collateral/BAT54CWT1-D.PDF","Common Cathode Schottky Diode, dual, 30 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Common Cathode Schottky Diode, dual, 30 V","Common Cathode","30","0.32","2","0.2","0.6","5","10","SC-70-3 / SOT-323-3"
"on","二极管和整流器---肖特基二极管及整流器","BAT54CW","SBAT54CWT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SBAT54CWT1G","http://www.onsemi.com/pub/Collateral/BAT54CWT1-D.PDF","Common Cathode Schottky Diode, dual, 30 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Common Cathode Schottky Diode, dual, 30 V","Common Cathode","30","0.32","2","0.2","0.6","5","10","SC-70-3 / SOT-323-3"
"on","二极管和整流器---肖特基二极管及整流器","BAT54H","BAT54HT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=BAT54HT1G","http://www.onsemi.com/pub/Collateral/BAT54HT1-D.PDF","30 V Schottky Diode","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","30 V Schottky Diode","Single","30","0.32","2","0.2","0.6","5","10","SOD-323"
"on","二极管和整流器---肖特基二极管及整流器","BAT54H","NSVBAT54HT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSVBAT54HT1G","http://www.onsemi.com/pub/Collateral/BAT54HT1-D.PDF","30 V Schottky Diode","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","30 V Schottky Diode","Single","30","0.32","2","0.2","0.6","5","10","SOD-323"
"on","二极管和整流器---肖特基二极管及整流器","BAT54M3T5G","BAT54M3T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=BAT54M3T5G","http://www.onsemi.com/pub/Collateral/BAT54M3-D.PDF","Schottky Barrier Diode","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Barrier Diode","Single","30","0.32","2","0.2","0.6","5","10","SOT-723-3"
"on","二极管和整流器---肖特基二极管及整流器","BAT54M3T5G","NSVBAT54M3T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSVBAT54M3T5G","http://www.onsemi.com/pub/Collateral/BAT54M3-D.PDF","Schottky Barrier Diode","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Barrier Diode","Single","30","0.32","2","0.2","0.6","5","10","SOT-723-3"
"on","二极管和整流器---肖特基二极管及整流器","BAT54SW","BAT54SWT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=BAT54SWT1G","http://www.onsemi.com/pub/Collateral/BAT54SWT1-D.PDF","30 V Schottky Diode, dual, series","AEC Qualified
Pb-free
Halide free
PPAP Capable","ActiveNEW","30 V Schottky Diode, dual, series","Series","30","0.32","2","0.2","0.6","5","10","SC-70-3 / SOT-323-3"
"on","二极管和整流器---肖特基二极管及整流器","BAT54SW","NSVBAT54SWT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NSVBAT54SWT1G","http://www.onsemi.com/pub/Collateral/BAT54SWT1-D.PDF","30 V Schottky Diode, dual, series","AEC Qualified
Pb-free
Halide free
PPAP Capable","ActiveNEW","30 V Schottky Diode, dual, series","Series","30","0.32","2","0.2","0.6","5","10","SC-70-3 / SOT-323-3"
"on","二极管和整流器---肖特基二极管及整流器","BAT54XV2","BAT54XV2T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=BAT54XV2T1G","http://www.onsemi.com/pub/Collateral/BAT54XV2T1-D.PDF","30 V Schottky Diode","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","30 V Schottky Diode","Single","30","0.32","2","0.2","0.6","5","10","SOD-523-2"
"on","二极管和整流器---肖特基二极管及整流器","BAT54XV2","BAT54XV2T5G","http://www.onsemi.cn/PowerSolutions/product.do?id=BAT54XV2T5G","http://www.onsemi.com/pub/Collateral/BAT54XV2T1-D.PDF","30 V Schottky Diode","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","30 V Schottky Diode","Single","30","0.32","2","0.2","0.6","5","10","SOD-523-2"
"on","二极管和整流器---肖特基二极管及整流器","BAT54XV2","SBAT54XV2T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SBAT54XV2T1G","http://www.onsemi.com/pub/Collateral/BAT54XV2T1-D.PDF","30 V Schottky Diode","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","30 V Schottky Diode","Single","30","0.32","2","0.2","0.6","5","10","SOD-523-2"
"on","二极管和整流器---肖特基二极管及整流器","MBD54DW","MBD54DWT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBD54DWT1G","http://www.onsemi.com/pub/Collateral/MBD54DWT1-D.PDF","Schottky Diode, Dual Isolated","AEC Qualified
Pb-free
Halide free","Active","Schottky Diode, Dual Isolated","Dual","30","0.32","2","0.2","0.6","5","10","SC-88-6 / SC-70-6 / SOT-363-6"
"on","二极管和整流器---肖特基二极管及整流器","MBR0520L","MBR0520LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBR0520LT1G","http://www.onsemi.com/pub/Collateral/MBR0520LT1-D.PDF","Schottky Power Rectifier, Surface Mount, 0.5 A, 20 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, 0.5 A, 20 V","Single","20","0.385","250","0.5","5.5","-","-","SOD-123"
"on","二极管和整流器---肖特基二极管及整流器","MBR0520L","MBR0520LT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBR0520LT3G","http://www.onsemi.com/pub/Collateral/MBR0520LT1-D.PDF","Schottky Power Rectifier, Surface Mount, 0.5 A, 20 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, 0.5 A, 20 V","Single","20","0.385","250","0.5","5.5","-","-","SOD-123"
"on","二极管和整流器---肖特基二极管及整流器","MBR0520L","SBR80520LT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=SBR80520LT1G","http://www.onsemi.com/pub/Collateral/MBR0520LT1-D.PDF","Schottky Power Rectifier, Surface Mount, 0.5 A, 20 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, 0.5 A, 20 V","Single","20","0.385","250","0.5","5.5","-","-","SOD-123"
"on","二极管和整流器---肖特基二极管及整流器","MBR0520L","SBR80520LT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=SBR80520LT3G","http://www.onsemi.com/pub/Collateral/MBR0520LT1-D.PDF","Schottky Power Rectifier, Surface Mount, 0.5 A, 20 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, 0.5 A, 20 V","Single","20","0.385","250","0.5","5.5","-","-","SOD-123"
"on","二极管和整流器---肖特基二极管及整流器","MBR0540","MBR0540T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBR0540T1G","http://www.onsemi.com/pub/Collateral/MBR0540T1-D.PDF","Schottky Power Rectifier, Surface Mount, 0.5 A, 40 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, 0.5 A, 40 V","Single","40","0.51","20","0.5","5.5","-","-","SOD-123"
"on","二极管和整流器---肖特基二极管及整流器","MBR0540","MBR0540T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBR0540T3G","http://www.onsemi.com/pub/Collateral/MBR0540T1-D.PDF","Schottky Power Rectifier, Surface Mount, 0.5 A, 40 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, 0.5 A, 40 V","Single","40","0.51","20","0.5","5.5","-","-","SOD-123"
"on","二极管和整流器---肖特基二极管及整流器","MBR0540","NRVB0540T1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVB0540T1G","http://www.onsemi.com/pub/Collateral/MBR0540T1-D.PDF","Schottky Power Rectifier, Surface Mount, 0.5 A, 40 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, 0.5 A, 40 V","Single","40","0.51","20","0.5","5.5","-","-","SOD-123"
"on","二极管和整流器---肖特基二极管及整流器","MBR0540","NRVB0540T3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVB0540T3G","http://www.onsemi.com/pub/Collateral/MBR0540T1-D.PDF","Schottky Power Rectifier, Surface Mount, 0.5 A, 40 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, 0.5 A, 40 V","Single","40","0.51","20","0.5","5.5","-","-","SOD-123"
"on","二极管和整流器---肖特基二极管及整流器","MBR10100MFS","MBR10100MFST1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBR10100MFST1G","http://www.onsemi.com/pub/Collateral/MBR10100MFS-D.PDF","10 A, 100 V Schottky Diode in SO-8FL
, 10A 100V Schottky Diode","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","10 A, 100 V Schottky Diode in SO-8FL
","Single","100","0.95","100","10","100",,,"SO-8FL / DFN-5"
"on","二极管和整流器---肖特基二极管及整流器","MBR10100MFS","MBR10100MFST3G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBR10100MFST3G","http://www.onsemi.com/pub/Collateral/MBR10100MFS-D.PDF","10 A, 100 V Schottky Diode in SO-8FL
, 10A 100V Schottky Diode","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","10 A, 100 V Schottky Diode in SO-8FL
","Single","100","0.95","100","10","100",,,"SO-8FL / DFN-5"
"on","二极管和整流器---肖特基二极管及整流器","MBR10100MFS","NRVB10100MFST1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVB10100MFST1G","http://www.onsemi.com/pub/Collateral/MBR10100MFS-D.PDF","10 A, 100 V Schottky Diode in SO-8FL
, 10A 100V Schottky Diode","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","10 A, 100 V Schottky Diode in SO-8FL
","Single","100","0.95","100","10","100",,,"SO-8FL / DFN-5"
"on","二极管和整流器---肖特基二极管及整流器","MBR10100MFS","NRVB10100MFST3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVB10100MFST3G","http://www.onsemi.com/pub/Collateral/MBR10100MFS-D.PDF","10 A, 100 V Schottky Diode in SO-8FL
, 10A 100V Schottky Diode","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","10 A, 100 V Schottky Diode in SO-8FL
","Single","100","0.95","100","10","100",,,"SO-8FL / DFN-5"
"on","二极管和整流器---肖特基二极管及整流器","MBR1045","MBR1045G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBR1045G","http://www.onsemi.com/pub/Collateral/MBR1035-D.PDF","Schottky Barrier Rectifier, 10 A, 45 V","Pb-free","Active","Schottky Barrier Rectifier, 10 A, 45 V","Single","45","0.84","100","10","150",,,"TO-220-2"
"on","二极管和整流器---肖特基二极管及整流器","MBR1060","MBR1060G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBR1060G","http://www.onsemi.com/pub/Collateral/MBR1060-D.PDF","Schottky Barrier Rectifier, 10 A, 60 V","Pb-free","Active","Schottky Barrier Rectifier, 10 A, 60 V","Single","60","0.8","6000","10","150",,,"TO-220-2"
"on","二极管和整流器---肖特基二极管及整流器","MBR1090","MBR1090G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBR1090G","http://www.onsemi.com/pub/Collateral/MBR1080-D.PDF","Schottky Barrier Rectifier, 10 A, 90 V","Pb-free","Active","Schottky Barrier Rectifier, 10 A, 90 V","Single","90","0.8","6000","10","150",,,"TO-220-2"
"on","二极管和整流器---肖特基二极管及整流器","MBR1100","MBR1100G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBR1100G","http://www.onsemi.com/pub/Collateral/MBR1100-D.PDF","Schottky Barrier Rectifier, 100 V, 1.0 A","Pb-free
Halide free","Active","Schottky Barrier Rectifier, 100 V, 1.0 A","Single","100","0.79","500","1","50",,,"Axial Lead-2"
"on","二极管和整流器---肖特基二极管及整流器","MBR1100","MBR1100RLG","http://www.onsemi.cn/PowerSolutions/product.do?id=MBR1100RLG","http://www.onsemi.com/pub/Collateral/MBR1100-D.PDF","Schottky Barrier Rectifier, 100 V, 1.0 A","Pb-free
Halide free","Active","Schottky Barrier Rectifier, 100 V, 1.0 A","Single","100","0.79","500","1","50",,,"Axial Lead-2"
"on","二极管和整流器---肖特基二极管及整流器","MBR120LSF","MBR120LSFT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBR120LSFT1G","http://www.onsemi.com/pub/Collateral/MBR120LSFT1-D.PDF","Schottky Power Rectifier, Surface Mount, 1.0 A, 20 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, 1.0 A, 20 V","Single","20","0.45","40","1","50","-","-","SOD123-2"
"on","二极管和整流器---肖特基二极管及整流器","MBR120LSF","MBR120LSFT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBR120LSFT3G","http://www.onsemi.com/pub/Collateral/MBR120LSFT1-D.PDF","Schottky Power Rectifier, Surface Mount, 1.0 A, 20 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, 1.0 A, 20 V","Single","20","0.45","40","1","50","-","-","SOD123-2"
"on","二极管和整流器---肖特基二极管及整流器","MBR120LSF","NRVB120LSFT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVB120LSFT1G","http://www.onsemi.com/pub/Collateral/MBR120LSFT1-D.PDF","Schottky Power Rectifier, Surface Mount, 1.0 A, 20 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, 1.0 A, 20 V","Single","20","0.45","40","1","50","-","-","SOD123-2"
"on","二极管和整流器---肖特基二极管及整流器","MBR1240MFS","MBR1240MFST1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBR1240MFST1G","http://www.onsemi.com/pub/Collateral/MBR1240MFS-D.PDF","12 A, 40 V Schottky Diode in SO-8FL, 12A 40V Schottky Diode","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","12 A, 40 V Schottky Diode in SO-8FL","Single","40","0.68","500","12","150",,,"SO-8FL / DFN-5"
"on","二极管和整流器---肖特基二极管及整流器","MBR1240MFS","MBR1240MFST3G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBR1240MFST3G","http://www.onsemi.com/pub/Collateral/MBR1240MFS-D.PDF","12 A, 40 V Schottky Diode in SO-8FL, 12A 40V Schottky Diode","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","12 A, 40 V Schottky Diode in SO-8FL","Single","40","0.68","500","12","150",,,"SO-8FL / DFN-5"
"on","二极管和整流器---肖特基二极管及整流器","MBR1240MFS","NRVB1240MFST1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVB1240MFST1G","http://www.onsemi.com/pub/Collateral/MBR1240MFS-D.PDF","12 A, 40 V Schottky Diode in SO-8FL, 12A 40V Schottky Diode","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","12 A, 40 V Schottky Diode in SO-8FL","Single","40","0.68","500","12","150",,,"SO-8FL / DFN-5"
"on","二极管和整流器---肖特基二极管及整流器","MBR1240MFS","NRVB1240MFST3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVB1240MFST3G","http://www.onsemi.com/pub/Collateral/MBR1240MFS-D.PDF","12 A, 40 V Schottky Diode in SO-8FL, 12A 40V Schottky Diode","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","12 A, 40 V Schottky Diode in SO-8FL","Single","40","0.68","500","12","150",,,"SO-8FL / DFN-5"
"on","二极管和整流器---肖特基二极管及整流器","MBR130LSF","MBR130LSFT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBR130LSFT1G","http://www.onsemi.com/pub/Collateral/MBR130LSFT1-D.PDF","Schottky Power Rectifier, Surface Mount, 1.0 A, 30 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, 1.0 A, 30 V","Single","30","0.38","1000","1","40",,,"SOD123-2"
"on","二极管和整流器---肖特基二极管及整流器","MBR130LSF","NRVB130LSFT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVB130LSFT1G","http://www.onsemi.com/pub/Collateral/MBR130LSFT1-D.PDF","Schottky Power Rectifier, Surface Mount, 1.0 A, 30 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, 1.0 A, 30 V","Single","30","0.38","1000","1","40",,,"SOD123-2"
"on","二极管和整流器---肖特基二极管及整流器","MBR140SF","MBR140SFT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBR140SFT1G","http://www.onsemi.com/pub/Collateral/MBR140SFT1-D.PDF","Schottky Power Rectifier, Surface Mount, 1.0 A, 40 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, 1.0 A, 40 V","Single","40","0.55","500","1","30","-","-","SOD123-2"
"on","二极管和整流器---肖特基二极管及整流器","MBR140SF","MBR140SFT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBR140SFT3G","http://www.onsemi.com/pub/Collateral/MBR140SFT1-D.PDF","Schottky Power Rectifier, Surface Mount, 1.0 A, 40 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, 1.0 A, 40 V","Single","40","0.55","500","1","30","-","-","SOD123-2"
"on","二极管和整流器---肖特基二极管及整流器","MBR140SF","NRVB140SFT1G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVB140SFT1G","http://www.onsemi.com/pub/Collateral/MBR140SFT1-D.PDF","Schottky Power Rectifier, Surface Mount, 1.0 A, 40 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, 1.0 A, 40 V","Single","40","0.55","500","1","30","-","-","SOD123-2"
"on","二极管和整流器---肖特基二极管及整流器","MBR140SF","NRVB140SFT3G","http://www.onsemi.cn/PowerSolutions/product.do?id=NRVB140SFT3G","http://www.onsemi.com/pub/Collateral/MBR140SFT1-D.PDF","Schottky Power Rectifier, Surface Mount, 1.0 A, 40 V","AEC Qualified
Pb-free
Halide free
PPAP Capable","Active","Schottky Power Rectifier, Surface Mount, 1.0 A, 40 V","Single","40","0.55","500","1","30","-","-","SOD123-2"
"on","二极管和整流器---肖特基二极管及整流器","MBR1535CT","MBR1535CTG","http://www.onsemi.cn/PowerSolutions/product.do?id=MBR1535CTG","http://www.onsemi.com/pub/Collateral/MBR1535CT-D.PDF","Schottky Power Rectifier, Switch-mode, 15 A, 35 V","Pb-free","Active","Schottky Power Rectifier, Switch-mode, 15 A, 35 V","Common Cathode","35","0.84","100","15","150",,,"TO-220-3"
"on","二极管和整流器---肖特基二极管及整流器","MBR160","MBR160G","http://www.onsemi.cn/PowerSolutions/product.do?id=MBR160G","http://www.onsemi.com/pub/Collateral/MBR150-D.PDF","Schottky Barrier Rectifier, 60 V, 1.0 A","Pb-free
Halide free","Active","Schottky Barrier Rectifier, 60 V, 1.0 A","Single","60","0.75","500","1","25",,,"Axial Lead-2"
